Scheduler;Workload;NPUarray;Scheduler_runtime(ns);Ttot(s);Etot(mJ);Etot_idle(mJ)
Round-Robin;Workload_High-energy skew;2x512_1x1024_1x2304_1x4096;1128281;48.4657800841362;372099.24807679275;451825.1416900273
Round-Robin;Workload_Uniform;2x512_1x1024_1x2304_1x4096;1171176;50.025599963336404;107394.50467407782;566649.3413054936
Round-Robin;Workload_Low-energy skew;2x512_1x1024_1x2304_1x4096;1031821;6.642012470183456;49790.53461647957;74069.22443701515
Round-Robin;Workload_Mid-energy skew;3x1024_2x4096;1030916;13.20159813517772;34259.74837260922;161370.37584503726
Round-Robin;Workload_High-energy skew;3x1024_2x4096;1100796;28.59048088078472;299916.6239532025;228709.07916036312
Round-Robin;Workload_Uniform;3x1024_2x4096;1210813;29.713307980707533;104798.70646864208;323817.25689662196
Round-Robin;Workload_Low-energy skew;3x1024_2x4096;1039734;4.712141844931757;43725.860316840066;48655.57048096726
Round-Robin;Workload_Mid-energy skew;2x2304_2x4096;889042;8.22725004593976;22995.426374992145;72439.71122900388
Round-Robin;Workload_High-energy skew;2x2304_2x4096;971761;16.46977514673264;197002.49519372566;47000.76527175018
Round-Robin;Workload_Uniform;2x2304_2x4096;1052599;7.700285799456472;22731.26015846656;609.5728729410217
Round-Robin;Workload_Low-energy skew;2x2304_2x4096;886731;7.006313990744372;47816.2560697896;66192.89525753574
Round-Robin;Workload_Mid-energy skew;1x512_3x4096;897063;5.817010245560928;24768.076544425858;35663.435732125006
Round-Robin;Workload_High-energy skew;1x512_3x4096;1106664;49.08808470815723;244395.8681473675;463741.19554569334
Round-Robin;Workload_Uniform;1x512_3x4096;1087544;30.344706498106326;24423.884369336563;295125.63490917964
Round-Robin;Workload_Low-energy skew;1x512_3x4096;909699;5.106756989331444;40587.76750177214;42156.06091900628
Round-Robin;Workload_Mid-energy skew;4x1024;910553;14.572448369151488;30807.766480447295;108587.9922083407
Round-Robin;Workload_High-energy skew;4x1024;990098;29.713307980707533;309119.4247729278;7000.688461973496
Round-Robin;Workload_Uniform;4x1024;1069042;19.093098208909765;30428.80103465092;37332.77461616344
Round-Robin;Workload_Low-energy skew;4x1024;897729;12.326794169305858;65255.396803367315;105244.1498016809
Round-Robin;Workload_Mid-energy skew;4x512;897068;24.512581318222733;34486.556342594005;189721.0732245869
Round-Robin;Workload_High-energy skew;4x512;967154;50.025599963336404;442439.05473877344;7900.334594063088
Round-Robin;Workload_Uniform;4x512;1044701;30.344706498106326;34062.338208941;46768.92457383892
Round-Robin;Workload_Low-energy skew;4x512;966554;21.39294155982231;93885.73431725215;185278.2144771193
Round-Robin;Workload_Mid-energy skew;3x4096;799573;5.817010245560928;15829.04995214364;24396.15594741547
Round-Robin;Workload_High-energy skew;3x4096;822464;17.34340085562981;130420.06718786448;35127.00788157417
Round-Robin;Workload_Uniform;3x4096;905957;11.612590939684813;15670.550222228288;36302.13696754962
Round-Robin;Workload_Low-energy skew;3x4096;781332;5.106756989331444;38286.76114902022;25800.301744710236
Greedy;Workload_Mid-energy skew;4x2304;201598787;14.829719790493572;5774.560470519923;162384.17189545702
Greedy;Workload_High-energy skew;4x2304;235355016;60.937577011810625;51351.251429743956;667261.2915263429
Greedy;Workload_Uniform;4x2304;267660940;35.384423574136676;5749.215151573733;387456.43216857
Greedy;Workload_Low-energy skew;4x2304;202100136;10.759647638531618;5774.560470519923;117817.22759117052
Greedy;Workload_Mid-energy skew;1x512_1x1024_1x2304_1x4096;200654216;36.065651421985095;8110.649061021019;397924.2333873855
Greedy;Workload_High-energy skew;1x512_1x1024_1x2304_1x4096;232928406;186.62748018101277;104449.13906208046;2059122.5737511283
Greedy;Workload_Uniform;1x512_1x1024_1x2304_1x4096;270600171;101.08049160015334;8075.050336518671;1115254.419219837
Greedy;Workload_Low-energy skew;1x512_1x1024_1x2304_1x4096;200344395;25.666123247852394;8110.649061021019;283182.8073179351
Greedy;Workload_Mid-energy skew;4x1024_1x2304;249446596;24.088775444828048;7245.460514948009;326951.7435258633
Greedy;Workload_High-energy skew;4x1024_1x2304;290047116;110.25805289338955;72975.6052027573;1496508.7251456962
Greedy;Workload_Uniform;4x1024_1x2304;333528672;61.71839320277701;7213.6592187972665;837690.4135903359
Greedy;Workload_Low-energy skew;4x1024_1x2304;249453473;16.602736693793354;7245.460514948009;225345.35729179374
Greedy;Workload_Mid-energy skew;2x512_1x1024_1x2304_1x4096;252892255;36.065651421985095;8110.649061021019;512018.1367902777
Greedy;Workload_High-energy skew;2x512_1x1024_1x2304_1x4096;290325583;186.62748018101277;104449.13906208046;2649519.720525461
Greedy;Workload_Uniform;2x512_1x1024_1x2304_1x4096;334714820;101.08049160015334;8075.050336518671;1435023.1573359775
Greedy;Workload_Low-energy skew;2x512_1x1024_1x2304_1x4096;250449175;25.666123247852394;8110.649061021019;364377.7413093982
Greedy;Workload_Mid-energy skew;3x1024_2x4096;250741372;24.088775444828048;7245.460514948009;355712.120509494
Greedy;Workload_High-energy skew;3x1024_2x4096;296962044;110.25805289338955;72975.6052027573;1628149.4212017432
Greedy;Workload_Uniform;3x1024_2x4096;336755179;61.71839320277701;7213.6592187972665;911378.0221365364
