Sample;Timestamp;PS mW;PL mW;MGT mW;Total mW
0;1637345382.657722876;1792.411987;1727.828979;212.210999;3732.452148
1;1637345382.677796371;1622.237061;1724.738037;212.259003;3559.234131
2;1637345382.697856826;1596.498047;1728.708008;210.097000;3535.303223
3;1637345382.717916750;1590.363037;1728.862061;210.953003;3530.178223
4;1637345382.737977215;1615.198975;1729.587036;212.210999;3556.997070
5;1637345382.758037699;1625.017944;1726.219971;211.291000;3562.528809
6;1637345382.778066320;1582.338013;1726.026978;211.360992;3519.726074
7;1637345382.798126364;1617.744019;1727.229980;211.229004;3556.203125
8;1637345382.818186809;1623.680054;1734.147949;215.444000;3573.271973
9;1637345382.838247473;1591.267944;1732.161987;210.983994;3534.414062
10;1637345382.858307728;1597.239990;1727.248047;210.117004;3534.604980
11;1637345382.878367912;1612.750000;1726.133057;211.287003;3550.169922
12;1637345382.898427276;1621.281982;1722.034058;208.914001;3552.229980
13;1637345382.918487511;1601.642944;1724.719971;211.343994;3537.707031
14;1637345382.938547055;1612.443970;1732.066040;214.595001;3559.104980
15;1637345382.958607569;1619.072021;1729.427979;214.608002;3563.107910
16;1637345382.978667874;1588.159058;1728.739014;211.313004;3528.210938
17;1637345382.998728148;1602.448975;1727.904053;212.259003;3542.612061
18;1637345383.018787452;1609.218018;1728.689941;211.298996;3549.207031
19;1637345383.038847517;1635.176025;1730.454956;210.117004;3575.748047
20;1637345383.058907591;1602.572998;1728.739014;211.313004;3542.625000
21;1637345383.078967315;1615.855957;1727.890991;212.149002;3555.895996
22;1637345383.099027110;1615.470947;1727.921997;212.223007;3555.615967
23;1637345383.119086864;1599.404053;1724.711060;210.983994;3535.099121
24;1637345383.139147218;1593.244995;1727.921997;210.085999;3531.252930
25;1637345383.159207213;1607.875977;1724.738037;212.259003;3544.873047
26;1637345383.179266917;1630.636963;1729.656006;211.259995;3571.552979
27;1637345383.199327171;1590.160034;1726.163940;211.281998;3527.605957
28;1637345383.219387626;1610.063965;1723.709961;211.343994;3545.117920
29;1637345383.239447800;1621.913940;1726.177002;212.149002;3560.239990
30;1637345383.259507254;1596.807007;1727.067017;212.126999;3536.000977
31;1637345383.279567499;1606.645996;1727.890991;212.149002;3546.686035
32;1637345383.299627173;1619.053955;1724.738037;211.026993;3554.818848
33;1637345383.319687427;1597.977051;1724.707031;210.095001;3532.779053
34;1637345383.339747382;1600.723999;1728.094971;212.210999;3541.029785
35;1637345383.359808066;1612.939941;1729.618042;211.343994;3553.901855
36;1637345383.379868010;1630.037964;1727.944946;211.343994;3569.326904
37;1637345383.399928125;1584.146973;1728.063965;211.322006;3523.532959
38;1637345383.419987509;1607.015991;1730.870972;210.117004;3548.003906
39;1637345383.440046993;1621.322021;1727.842041;211.259995;3560.424072
40;1637345383.460106398;1596.366943;1727.916992;211.313004;3535.596924
41;1637345383.480166302;1608.657959;1727.170044;208.884003;3544.711914
42;1637345383.500226696;1613.529053;1728.094971;210.095001;3551.718994
43;1637345383.520286301;1623.198975;1727.168945;210.048996;3560.416992
44;1637345383.540346075;1596.703979;1727.279053;211.391006;3535.374023
45;1637345383.560405649;1594.311035;1729.090942;211.294998;3534.697021
46;1637345383.580465604;1631.718018;1728.801025;211.391006;3571.910156
47;1637345383.600525758;1595.113037;1728.770020;212.220001;3536.103027
