Sample;Timestamp;PS mW;PL mW;MGT mW;Total mW
0;1637345274.095432335;1673.884033;1565.961060;211.330002;3451.175049
1;1637345274.115495930;1581.468018;1565.572998;211.251007;3358.291992
2;1637345274.135556534;1597.869995;1564.662964;210.117004;3372.649902
3;1637345274.155616559;1601.170044;1571.011963;214.563004;3386.745117
4;1637345274.175676693;1626.079956;1567.656982;210.033005;3403.770020
5;1637345274.195735977;1590.756958;1565.961060;211.251007;3367.968994
6;1637345274.215796282;1607.487061;1564.255981;211.343994;3383.086914
7;1637345274.235856636;1625.531982;1563.879028;211.251007;3400.662109
8;1637345274.255916010;1594.271973;1565.156982;210.095001;3369.523926
9;1637345274.275975945;1596.879028;1566.338989;211.251007;3374.468994
10;1637345274.296034969;1604.702026;1569.746948;211.313004;3385.761963
11;1637345274.316095313;1616.082031;1561.708008;207.985992;3385.775879
12;1637345274.336155358;1596.813965;1567.061035;211.313004;3375.187988
13;1637345274.356214752;1601.733032;1564.480957;210.457001;3376.670898
14;1637345274.376274776;1627.327026;1568.505005;211.287003;3407.119141
15;1637345274.396335051;1601.982056;1564.723022;211.251007;3377.956055
16;1637345274.416394725;1603.620972;1572.708008;214.643997;3390.973145
17;1637345274.436454939;1613.131958;1566.870972;211.291000;3391.293945
18;1637345274.456514664;1631.827026;1565.172974;211.233002;3408.232910
19;1637345274.476574808;1598.189941;1566.053955;210.147995;3374.391846
20;1637345274.496634322;1615.694946;1567.717041;211.251007;3394.663086
21;1637345274.516694167;1639.449951;1564.307007;211.251007;3415.007812
22;1637345274.536753931;1584.468994;1571.709961;214.639999;3370.818848
23;1637345274.556814455;1600.729004;1565.779053;211.313004;3377.821045
24;1637345274.576875080;1612.603027;1568.505005;211.291000;3392.398926
25;1637345274.596935134;1633.740967;1563.875977;211.313004;3408.929932
26;1637345274.616995188;1589.042969;1568.616943;210.098999;3367.758789
27;1637345274.637054913;1611.411011;1566.053955;211.343994;3388.809082
28;1637345274.657114587;1620.688965;1561.233032;211.233002;3393.155029
