Sample;Timestamp;PS mW;PL mW;MGT mW;Total mW
0;1637345254.024647999;1776.531006;1565.891968;211.322006;3553.745117
1;1637345254.044712714;1631.277954;1566.808960;212.149002;3410.235840
2;1637345254.064772478;1586.256958;1564.196045;211.281998;3361.734863
3;1637345254.084832462;1610.693970;1566.003052;211.251007;3387.947998
4;1637345254.104892507;1623.698975;1564.265015;211.313004;3399.276855
5;1637345254.124952071;1577.520996;1561.696045;206.837997;3346.055176
6;1637345254.145012535;1593.459961;1565.125977;210.085999;3368.671875
7;1637345254.165072770;1602.083008;1566.020996;211.313004;3379.416992
8;1637345254.185132804;1636.405029;1564.973022;210.070999;3411.449219
9;1637345254.205192258;1589.855957;1566.387939;211.281998;3367.525879
10;1637345254.225251843;1612.629028;1566.771973;214.589996;3393.990967
11;1637345254.245311617;1621.311035;1563.910034;211.046005;3396.267090
12;1637345254.265371451;1592.765015;1563.875977;210.117004;3366.757812
13;1637345254.285432016;1609.718994;1561.762939;211.251007;3382.732910
14;1637345254.305492710;1615.048950;1567.990967;214.639999;3397.679932
15;1637345254.325552934;1575.719971;1564.196045;211.343994;3351.260010
16;1637345254.345613099;1589.354004;1562.500000;212.242004;3364.095947
17;1637345254.365672733;1616.435059;1562.051025;211.281998;3389.768066
18;1637345254.385732447;1612.509033;1565.961060;210.070999;3388.541016
19;1637345254.405792302;1586.814941;1568.546997;211.330002;3366.691895
20;1637345254.425852666;1610.187012;1562.163940;211.313004;3383.664062
21;1637345254.445912310;1621.974976;1564.327026;211.330002;3397.631836
22;1637345254.465971955;1586.067993;1565.843018;210.117004;3362.027832
23;1637345254.486031919;1603.136963;1567.021973;207.934006;3378.092773
24;1637345254.506061320;1609.876953;1563.477051;211.251007;3384.604980
25;1637345254.526121535;1614.360962;1568.505005;211.330002;3394.195801
26;1637345254.546181859;1584.458984;1563.348022;211.343994;3359.150879
27;1637345254.566241863;1609.422974;1565.203979;210.147995;3384.774902
28;1637345254.586301598;1620.390991;1567.186035;211.313004;3398.890137
29;1637345254.606361382;1580.837036;1565.942993;211.313004;3358.093018
30;1637345254.626421066;1605.619019;1563.029053;211.294998;3379.943115
31;1637345254.646480991;1602.822998;1565.172974;211.276993;3379.272949
32;1637345254.666541195;1624.918945;1562.847046;211.251007;3399.017090
33;1637345254.686601459;1600.250000;1569.316040;214.608002;3384.174072
34;1637345254.706661454;1613.131958;1561.233032;211.291000;3385.656006
35;1637345254.726721228;1626.890991;1570.256958;210.117004;3407.265137
36;1637345254.746780962;1586.375977;1568.390015;214.608002;3369.374023
37;1637345254.766840977;1597.374023;1564.246948;211.268005;3372.888916
